Emp_ID,Emp_Age,Emp_Gender,Education_Level,Education_Field,Dist_from_home,Company_name,Location_HQ,Industry,Country,Emp_Job_Role,Emp_Job_Level,Emp_Job_Satisfaction,Emp_Salary,Emp_Salary_Hike_Per,Emp_Performance_Rating,OverTime,No_Companies_Worked,Emp_Experience,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager,Work_Life_Balance,Business_Travel,Laid_Off_Count,Laid_Off_Percentage,Laid_Off_Date,Laid_off_Month_Year
592,36,Male,4,Medical,10,iRobot,Boston,Consumer,United States,Sales Executive,3,4,9980,14,3,No,1,10,10,3,9,7,2,Non-Travel,140,10%,08-05-2022,Aug-22
593,22,Male,1,Technical Degree,4,Mejuri,Toronto,Retail,Canada,Laboratory Technician,1,3,3894,16,3,No,5,4,2,2,1,2,3,Travel_Frequently,50,10%,08-05-2022,Aug-22
595,48,Female,5,Marketing,2,Uberflip,Toronto,Marketing,Canada,Sales Executive,2,4,4051,14,3,No,2,14,9,7,6,7,3,Travel_Rarely,31,17%,08-05-2022,Aug-22
597,55,Female,5,Life Sciences,18,Doma,SF Bay Area,Finance,United States,Manager,4,2,16835,23,4,No,3,37,10,9,7,7,3,Travel_Rarely,250,13%,08-04-2022,Aug-22
599,41,Male,2,Life Sciences,10,Article,Vancouver,Retail,Canada,Sales Executive,2,4,6230,14,3,No,7,16,14,3,1,10,3,Non-Travel,216,17%,08-04-2022,Aug-22
600,35,Male,3,Marketing,1,Jam City,Los Angeles,Consumer,United States,Sales Executive,2,3,4717,11,3,No,9,15,11,9,6,9,3,Travel_Rarely,200,17%,08-04-2022,Aug-22
601,40,Female,3,Life Sciences,6,10X Genomics,SF Bay Area,Healthcare,United States,Manufacturing Director,4,3,13237,15,3,No,7,22,20,6,5,13,3,Travel_Rarely,100,8%,08-04-2022,Aug-22
610,33,Female,,,,,,,,,,,,,,,,,,,,,,,,,,
602,39,Female,1,Life Sciences,8,LEAD,Mumbai,Education,India,Laboratory Technician,1,3,3755,11,3,No,1,8,8,3,0,7,3,Travel_Frequently,80,4%,08-04-2022,Aug-22
604,31,Male,1,Life Sciences,2,On Deck,SF Bay Area,Education,United States,Sales Executive,2,4,6582,13,3,Yes,4,10,6,5,0,5,4,Travel_Rarely,73,33%,08-04-2022,Aug-22
605,42,Male,3,Medical,24,RenoRun,Montreal,Construction,Canada,Manufacturing Director,3,1,7406,21,4,Yes,1,10,10,9,5,8,2,Travel_Rarely,70,12%,08-04-2022,Aug-22
606,45,Male,3,Other,2,Unbounce,Vancouver,Marketing,Canada,Sales Executive,2,2,4805,19,3,No,0,9,8,7,3,7,4,Travel_Rarely,47,20%,08-03-2022,Aug-22
608,26,Female,4,Life Sciences,17,Robinhood,SF Bay Area,Finance,United States,Human Resources,1,3,2741,11,3,Yes,0,8,7,7,1,0,2,Travel_Frequently,713,23%,08-02-2022,Aug-22
611,29,Male,3,Technical Degree,19,Latch,New York City,Security,United States,Manufacturing Director,2,4,4262,12,3,No,4,8,3,2,1,2,4,Travel_Rarely,115,37%,08-02-2022,Aug-22
612,33,Female,5,Medical,1,Nylas,SF Bay Area,Product,United States,Research Director,4,3,16184,19,3,No,4,10,6,1,0,5,3,Travel_Rarely,80,25%,08-02-2022,Aug-22
613,31,Male,3,Life Sciences,7,Outreach,Seattle,Sales,United States,Manager,3,4,11557,21,4,No,9,10,5,4,0,1,2,Travel_Rarely,60,5%,08-02-2022,Aug-22
614,18,Male,3,Marketing,5,Sendy,Nairobi,Logistics,Kenya,Sales Representative,1,2,1878,14,3,Yes,1,0,0,0,0,0,3,Travel_Frequently,54,20%,08-02-2022,Aug-22
615,40,Male,3,Other,28,Sendy,Nairobi,Logistics,Kenya,Sales Executive,3,1,10932,15,3,No,3,20,1,0,0,1,3,Non-Travel,30,10%,08-02-2022,Aug-22
616,41,Female,4,Other,2,Stedi,Boulder,Product,United States,Healthcare Representative,2,3,6811,17,3,Yes,2,10,8,7,0,7,3,Non-Travel,23,30%,08-02-2022,Aug-22
618,26,Male,2,Medical,29,Glossier,New York City,Retail,United States,Sales Executive,2,3,4306,12,3,No,5,8,0,0,0,0,3,Travel_Rarely,19,8%,08-02-2022,Aug-22
620,35,Female,3,Medical,1,Hash,Sao Paulo,Finance,Brazil,Sales Executive,2,3,4859,16,3,No,1,5,5,4,0,3,3,Travel_Rarely,58,50%,08-01-2022,Aug-22
621,34,Male,4,Life Sciences,21,Metigy,Sydney,Marketing,Australia,Sales Executive,2,4,5337,12,3,No,1,10,10,7,5,7,3,Travel_Rarely,75,100%,7/31/22,Jul-22
622,26,Male,3,Technical Degree,24,Vee,Tel Aviv,HR,Israel,Laboratory Technician,1,4,2340,18,3,Yes,1,1,1,0,0,0,1,Travel_Rarely,16,32%,7/31/22,Jul-22
623,37,Female,3,Technical Degree,1,Clearco,Toronto,Finance,Canada,Manufacturing Director,3,4,7491,17,3,No,4,12,6,5,1,2,4,Travel_Rarely,125,25%,7/29/22,Jul-22
624,46,Female,1,Medical,18,Quantcast,SF Bay Area,Marketing,United States,Healthcare Representative,3,3,10527,11,3,No,5,28,2,2,1,2,2,Travel_Frequently,40,6%,7/29/22,Jul-22
625,41,Female,5,Life Sciences,2,Career Karma,SF Bay Area,Education,United States,Manager,4,1,16595,16,3,No,7,22,18,16,11,8,3,Travel_Rarely,60,33%,7/28/22,Jul-22
626,37,Male,4,Medical,9,Metromile,SF Bay Area,Finance,United States,Sales Executive,3,2,8834,13,3,No,1,9,9,5,7,7,3,Non-Travel,60,20%,7/28/22,Jul-22
630,52,Male,2,Technical Degree,6,Rivian,Detroit,Transportation,United States,Research Scientist,2,1,5577,12,3,Yes,3,18,10,9,6,9,3,Travel_Rarely,840,6%,7/27/22,Jul-22
631,32,Male,4,Other,11,Vox Media,Washington D.C.,Media,United States,Sales Executive,2,3,4707,12,3,No,8,6,4,2,1,2,3,Non-Travel,39,2%,7/27/22,Jul-22
632,24,Male,3,Medical,24,Coinsquare,Toronto,Crypto,Canada,Sales Representative,1,4,2400,13,3,No,0,3,2,2,2,1,3,Travel_Frequently,30,24%,7/27/22,Jul-22
634,38,Female,3,Medical,10,Skai,Tel Aviv,Marketing,Israel,Healthcare Representative,2,3,9824,19,3,No,3,18,1,0,0,0,3,Travel_Rarely,30,4%,7/27/22,Jul-22
635,37,Female,4,Life Sciences,1,Shopify,Ottawa,Retail,Canada,Manufacturing Director,2,2,6447,12,3,No,6,8,6,5,4,3,2,Travel_Rarely,1000,10%,7/26/22,Jul-22
638,49,Male,4,Life Sciences,18,Fiverr,Tel Aviv,Other,Israel,Research Director,5,3,19502,17,3,Yes,1,31,31,9,0,9,3,Travel_Rarely,60,8%,7/26/22,Jul-22
639,24,Male,3,Medical,23,InDebted,Sydney,Finance,Australia,Research Scientist,1,4,2725,11,3,Yes,1,6,6,5,1,4,3,Travel_Rarely,40,17%,7/26/22,Jul-22
641,26,Male,2,Marketing,28,Outbrain,New York City,Marketing,United States,Sales Executive,2,2,6272,20,4,No,1,6,5,3,1,4,4,Travel_Rarely,38,3%,7/26/22,Jul-22
643,24,Male,2,Other,17,Dover,SF Bay Area,Recruiting,United States,Laboratory Technician,1,2,2127,21,4,No,1,1,1,0,0,0,3,Travel_Rarely,23,30%,7/26/22,Jul-22
644,50,Male,3,Medical,3,Immutable,Sydney,Crypto,Australia,Manager,5,2,18200,11,3,No,1,32,32,5,10,7,3,Travel_Frequently,20,6%,7/26/22,Jul-22
645,25,Male,1,Medical,13,Pear Therapeutics ,Boston,Healthcare,United States,Sales Representative,1,3,2096,11,3,No,1,7,7,4,0,6,3,Travel_Rarely,25,9%,7/25/22,Jul-22
647,24,Female,3,Life Sciences,7,Soluto,Tel Aviv,Support,Israel,Laboratory Technician,1,3,2886,16,3,Yes,1,6,6,3,1,2,3,Travel_Frequently,120,100%,7/24/22,Jul-22
648,30,Male,4,Life Sciences,12,Eucalyptus,Sydney,Healthcare,United States,Sales Representative,1,1,2033,18,3,No,1,1,1,0,0,0,4,Travel_Frequently,50,20%,7/22/22,Jul-22
649,34,Male,2,Life Sciences,1,Quanto,Sao Paulo,Finance,Brazil,Research Scientist,1,4,3622,13,3,Yes,1,6,6,5,1,3,3,Travel_Rarely,28,22%,7/22/22,Jul-22
650,31,Male,4,Medical,13,Clarify Health,SF Bay Area,Healthcare,United States,Sales Executive,2,1,4233,17,3,No,2,9,3,1,1,2,1,Travel_Rarely,15,5%,7/22/22,Jul-22
652,35,Male,2,Other,25,Blockchain.com,London,Crypto,United Kingdom,Laboratory Technician,2,4,3681,14,3,No,4,9,3,2,0,2,3,Travel_Rarely,150,25%,7/21/22,Jul-22
653,31,Male,4,Medical,6,Callisto Media,SF Bay Area,Media,United States,Sales Executive,2,4,5460,22,4,No,4,13,7,7,5,7,4,Travel_Rarely,140,35%,7/21/22,Jul-22
655,27,Female,4,Medical,6,AppGate,Miami,Security,United States,Research Scientist,1,3,2187,12,3,No,0,6,5,3,0,3,2,Travel_Rarely,130,22%,7/21/22,Jul-22
656,37,Male,3,Marketing,2,WHOOP,Boston,Fitness,United States,Sales Executive,2,3,9602,11,3,Yes,4,17,3,0,1,0,2,Travel_Rarely,95,15%,7/21/22,Jul-22
657,20,Female,3,Life Sciences,1,Rad Power Bikes,Seattle,Transportation,United States,Research Scientist,1,2,2836,13,3,No,1,1,1,0,0,0,4,Travel_Rarely,63,10%,7/21/22,Jul-22
659,42,Female,4,Life Sciences,2,Lunchbox,New York City,Food,United States,Healthcare Representative,2,4,4089,13,3,No,1,10,10,2,2,2,3,Travel_Rarely,60,33%,7/21/22,Jul-22
661,43,Male,4,Other,6,RealSelf,Seattle,Healthcare,United States,Research Director,4,4,16627,14,3,Yes,4,21,1,0,0,0,2,Travel_Rarely,11,5%,7/21/22,Jul-22
662,38,Female,1,Life Sciences,1,Flyhomes,Seattle,Real Estate,United States,Research Scientist,1,1,2619,17,3,No,3,8,0,0,0,0,2,Travel_Rarely,200,20%,7/20/22,Jul-22
663,43,Male,5,Medical,9,Lyft,SF Bay Area,Transportation,United States,Laboratory Technician,2,3,5679,13,3,Yes,3,10,8,7,4,7,3,Travel_Frequently,60,2%,7/20/22,Jul-22
664,48,Female,4,Life Sciences,1,Introhive,Ferdericton,Sales,Canada,Manager,4,1,15402,11,3,No,7,21,3,2,0,2,1,Travel_Rarely,57,16%,7/20/22,Jul-22
665,44,Female,4,Life Sciences,1,Zencity,Tel Aviv,Other,Israel,Human Resources,2,3,5985,11,3,No,4,10,2,2,0,2,4,Travel_Rarely,30,20%,7/20/22,Jul-22
666,34,Female,3,Technical Degree,14,Forma.ai,Toronto,Sales,Canada,Sales Representative,1,3,2579,18,3,Yes,1,8,8,2,0,6,3,Travel_Rarely,15,9%,7/20/22,Jul-22
667,27,Male,1,Marketing,2,Olive,Columbus,Healthcare,United States,Sales Representative,1,1,3041,11,3,No,0,5,4,3,0,2,3,Travel_Rarely,450,31%,7/19/22,Jul-22
669,21,Male,1,Technical Degree,22,Stint,London,HR,United Kingdom,Sales Representative,1,3,3447,11,3,No,1,3,3,2,1,2,3,Travel_Rarely,28,20%,7/19/22,Jul-22
671,44,Male,4,Other,3,Gemini,New York City,Crypto,United States,Manager,5,4,19513,12,3,Yes,4,26,2,2,0,1,4,Travel_Rarely,68,7%,7/18/22,Jul-22
675,22,Male,1,Medical,6,Lusha,New York City,Marketing,United States,Research Scientist,1,3,2773,20,4,No,0,3,2,2,2,2,3,Travel_Rarely,30,10%,7/18/22,Jul-22
677,33,Male,4,Marketing,8,Bright Money,Bengaluru,Finance,India,Sales Executive,2,3,7104,12,3,No,0,6,5,0,1,2,3,Travel_Rarely,100,50%,7/15/22,Jul-22
679,32,Female,4,Life Sciences,9,Project44,Chicago,Logistics,United States,Research Scientist,2,4,6322,12,3,Yes,1,6,6,4,0,5,2,Travel_Rarely,63,5%,7/15/22,Jul-22
680,30,Female,3,Medical,3,Heroes,London,Retail,United States,Research Scientist,1,3,2083,20,4,No,1,1,1,0,0,0,3,Travel_Frequently,24,20%,7/15/22,Jul-22
682,53,Female,1,Medical,1,Zego,London,Finance,United Kingdom,Sales Executive,2,1,8381,20,4,No,7,18,14,7,8,10,4,Travel_Rarely,85,17%,7/14/22,Jul-22
683,34,Male,5,Life Sciences,1,The Mom Project,Chicago,HR,United States,Research Scientist,1,4,2691,12,3,No,1,10,10,9,8,8,2,Travel_Rarely,54,15%,7/14/22,Jul-22
684,45,Female,4,Life Sciences,26,Unstoppable Domains,SF Bay Area,Crypto,United States,Sales Executive,2,1,4286,14,3,No,2,5,1,1,0,0,3,Travel_Frequently,42,25%,7/14/22,Jul-22
686,26,Female,3,Life Sciences,6,Kiavi,SF Bay Area,Real Estate,United States,Laboratory Technician,1,4,2659,13,3,Yes,1,3,3,2,0,2,3,Travel_Rarely,39,7%,7/14/22,Jul-22
689,37,Male,3,Other,3,Wave,Dakar,Finance,Senegal,Manufacturing Director,3,3,9434,15,3,No,1,10,10,7,7,8,3,Travel_Rarely,300,15%,7/13/22,Jul-22
690,29,Female,2,Medical,3,Tonal,SF Bay Area,Fitness,United States,Sales Executive,2,3,5561,14,3,No,1,6,6,0,1,2,2,Travel_Rarely,262,35%,7/13/22,Jul-22
691,35,Male,4,Life Sciences,6,Fabric,New York City,Logistics,United States,Research Scientist,2,4,6646,13,3,No,1,17,17,11,11,8,3,Travel_Rarely,120,40%,7/13/22,Jul-22
692,33,Male,3,Life Sciences,6,Bryter,Berlin,Product,Germany,Healthcare Representative,2,4,7725,23,4,No,3,15,13,11,4,7,1,Travel_Frequently,100,30%,7/13/22,Jul-22
698,54,Male,4,Medical,19,ChowNow,Los Angeles,Food,United States,Human Resources,3,2,10725,15,3,No,2,16,9,7,7,1,4,Travel_Rarely,100,20%,7/13/22,Jul-22
699,36,Male,2,Medical,9,Involves,FlorianÃ³polis,Retail,Brazil,Manufacturing Director,2,2,8847,11,3,Yes,2,13,3,2,0,2,3,Travel_Rarely,70,18%,7/13/22,Jul-22
700,27,Male,4,Medical,3,Gopuff,Philadelphia,Food,United States,Research Scientist,1,4,2045,13,3,No,0,5,4,2,1,1,3,Travel_Rarely,1500,10%,07-12-2022,Jul-22
701,20,Male,1,Medical,10,Hubilo,SF Bay Area,Marketing,United States,Research Scientist,1,3,1009,11,3,Yes,1,1,1,0,1,1,3,Travel_Rarely,45,12%,07-12-2022,Jul-22
702,33,Male,3,Life Sciences,3,Hopin,London,Other,United Kingdom,Research Scientist,1,1,3348,11,3,Yes,1,10,10,8,9,7,3,Travel_Frequently,242,29%,07-11-2022,Jul-22
704,35,Male,3,Life Sciences,3,SundaySky,New York City,Marketing,United States,Laboratory Technician,1,3,1281,18,3,No,1,1,1,0,0,0,3,Non-Travel,24,13%,07-11-2022,Jul-22
705,23,Male,3,Medical,4,Butler Hospitality,New York City,Food,United States,Research Scientist,1,1,2819,16,3,No,2,5,3,2,0,2,4,Travel_Rarely,1000,100%,07-08-2022,Jul-22
707,25,Male,3,Life Sciences,8,Calibrate,New York City,Healthcare,United States,Sales Executive,2,2,4851,22,4,No,0,4,3,2,1,2,3,Travel_Rarely,156,24%,07-08-2022,Jul-22
709,38,Female,4,Marketing,7,Argo AI,Pittsburgh,Transportation,United States,Sales Executive,2,4,4028,20,4,No,0,8,7,7,0,5,3,Travel_Rarely,150,5%,07-07-2022,Jul-22
710,29,Male,4,Life Sciences,1,Next Insurance,SF Bay Area,Finance,United States,Research Scientist,1,4,2720,18,3,No,1,10,10,7,2,8,3,Travel_Frequently,150,17%,07-07-2022,Jul-22
712,48,Male,1,Marketing,2,Emotive,Los Angeles,Marketing,United States,Sales Executive,2,2,8120,12,3,No,3,12,2,2,2,2,3,Travel_Rarely,30,18%,07-07-2022,Jul-22
714,27,Female,1,Medical,3,Remote,SF Bay Area,HR,United States,Sales Executive,2,4,4647,20,4,Yes,1,6,6,5,0,4,3,Travel_Frequently,100,9%,07-06-2022,Jul-22
715,37,Male,2,Life Sciences,10,Anodot,Tel Aviv,Data,United States,Research Scientist,1,4,4680,17,3,No,3,4,1,0,0,0,3,Travel_Rarely,35,27%,07-06-2022,Jul-22
716,50,Male,1,Medical,28,SQream,New York City,Data,United States,Laboratory Technician,1,3,3221,11,3,Yes,1,20,20,8,3,8,3,Travel_Rarely,30,18%,07-06-2022,Jul-22
717,34,Female,3,Medical,9,Loft,Sao Paulo,Real Estate,Brazil,Healthcare Representative,3,2,8621,14,3,No,1,9,8,7,7,7,4,Travel_Rarely,384,12%,07-05-2022,Jul-22
720,24,Female,2,Life Sciences,3,Bizzabo,New York City,Marketing,United States,Sales Executive,2,3,4577,14,3,No,9,4,2,2,2,0,3,Travel_Rarely,120,30%,07-05-2022,Jul-22
721,39,Female,4,Technical Degree,2,eToro,Tel Aviv,Finance,Israel,Healthcare Representative,2,3,4553,11,3,No,1,20,20,7,11,10,3,Travel_Rarely,100,6%,07-05-2022,Jul-22
722,32,Male,3,Marketing,10,Verbit,New York City,Data,United States,Sales Executive,2,4,5396,12,3,No,1,10,10,7,0,8,2,Travel_Rarely,80,10%,07-05-2022,Jul-22
723,50,Male,2,Technical Degree,8,Outschool,SF Bay Area,Education,United States,Sales Executive,2,3,6796,14,3,Yes,3,18,4,3,1,3,3,Travel_Frequently,31,18%,07-05-2022,Jul-22
724,38,Female,4,Life Sciences,1,Bullish,Hong Kong,Crypto,Hong Kong,Healthcare Representative,2,4,7625,13,3,No,0,10,9,7,1,8,2,Travel_Rarely,30,8%,07-05-2022,Jul-22
725,27,Female,2,Life Sciences,1,Transmit Security,Boston,Security,United States,Manufacturing Director,3,1,7412,11,3,No,1,9,9,7,0,7,3,Travel_Rarely,27,7%,07-05-2022,Jul-22
727,32,Female,2,Life Sciences,3,Thimble,New York City,Finance,United States,Research Director,3,4,11159,15,3,No,3,10,7,7,7,7,3,Travel_Rarely,20,33%,07-05-2022,Jul-22
728,47,Male,4,Marketing,14,Syte,Tel Aviv,Retail,Israel,Sales Executive,2,1,4960,12,3,No,2,20,7,7,1,7,3,Travel_Rarely,13,8%,07-05-2022,Jul-22
729,40,Male,4,Life Sciences,5,Lightricks,Jerusalem,Consumer,Israel,Sales Executive,3,1,10475,21,4,Yes,5,20,18,13,1,12,3,Travel_Frequently,80,12%,07-04-2022,Jul-22
730,53,Male,3,Life Sciences,7,Sendle,Sydney,Logistics,Australia,Research Director,4,3,14814,19,3,No,3,32,5,1,1,3,3,Travel_Rarely,27,12%,07-04-2022,Jul-22
731,41,Male,4,Human Resources,10,Lendis,Berlin,Other,Germany,Manager,5,4,19141,15,3,No,3,23,21,6,12,6,2,Travel_Rarely,18,15%,07-04-2022,Jul-22
732,60,Male,4,Marketing,16,Celsius,New York City,Crypto,United States,Sales Executive,2,1,5405,14,3,No,8,10,2,2,2,2,3,Travel_Rarely,150,25%,07-03-2022,Jul-22
733,27,Male,2,Life Sciences,10,WanderJaunt,SF Bay Area,Travel,United States,Manufacturing Director,3,1,8793,21,4,No,1,9,9,7,1,7,2,Travel_Frequently,85,100%,07-01-2022,Jul-22
734,41,Male,3,Human Resources,1,Canoo,Los Angeles,Transportation,United States,Manager,5,3,19189,12,3,No,1,22,22,7,2,10,3,Travel_Rarely,58,6%,07-01-2022,Jul-22
738,50,Male,4,Marketing,8,Teleport,SF Bay Area,Infrastructure,United States,Sales Representative,1,2,3875,15,3,No,7,4,2,2,2,2,3,Travel_Rarely,15,6%,07-01-2022,Jul-22
741,28,Female,2,Life Sciences,1,Enjoy,SF Bay Area,Retail,United States,Research Scientist,1,2,2216,13,3,Yes,7,10,7,7,3,7,3,Travel_Rarely,400,18%,6/30/22,Jun-22
742,36,Female,3,Life Sciences,8,Crejo.Fun,Bengaluru,Education,India,Research Director,3,1,11713,14,3,No,9,10,8,7,0,5,3,Non-Travel,170,100%,6/30/22,Jun-22
743,38,Female,3,Life Sciences,1,Stash Financial,New York City,Finance,United States,Manufacturing Director,3,3,7861,14,3,Yes,4,10,1,0,0,0,4,Travel_Rarely,40,8%,6/30/22,Jun-22
744,44,Male,3,Medical,24,Nate,New York City,Retail,United States,Laboratory Technician,1,3,3708,14,3,No,2,9,5,2,1,4,3,Non-Travel,30,20%,6/30/22,Jun-22
746,47,Female,3,Medical,3,Stream,Boulder,Product,United States,Sales Executive,4,3,13770,12,3,Yes,9,28,22,2,11,13,2,Travel_Frequently,20,12%,6/30/22,Jun-22
747,30,Male,5,Marketing,27,Finleap Connect,Hamburg,Finance,Germany,Sales Executive,2,4,5304,23,4,No,7,10,8,7,7,7,2,Travel_Rarely,14,10%,6/30/22,Jun-22
749,29,Male,3,Life Sciences,10,Abra,SF Bay Area,Crypto,United States,Sales Representative,1,3,2642,11,3,No,1,1,1,0,0,0,3,Travel_Rarely,12,5%,6/30/22,Jun-22
752,42,Male,3,Medical,19,Unity,SF Bay Area,Other,United States,Research Scientist,1,3,2759,12,3,Yes,6,7,2,2,2,2,3,Travel_Frequently,200,4%,6/29/22,Jun-22
754,43,Male,3,Life Sciences,15,Niantic,SF Bay Area,Consumer,United States,Sales Executive,2,4,6804,18,3,No,3,7,2,2,2,2,3,Travel_Frequently,85,8%,6/29/22,Jun-22
757,34,Female,2,Medical,8,Qumulo,Seattle,Data,United States,Healthcare Representative,2,3,6142,11,3,No,3,10,5,1,4,3,3,Travel_Rarely,80,19%,6/29/22,Jun-22
758,23,Male,1,Medical,9,Clutch,Toronto,Transportation,Canada,Laboratory Technician,1,1,2500,14,3,No,1,5,4,3,0,2,4,Travel_Rarely,76,22%,6/29/22,Jun-22
760,39,Female,3,Human Resources,3,Oye Rickshaw,New Delhi,Transportation,India,Human Resources,2,2,6389,15,3,No,9,12,8,3,3,6,1,Travel_Rarely,40,20%,6/29/22,Jun-22
762,56,Male,3,Medical,9,Rows,Berlin,Other,Germany,Healthcare Representative,4,4,11103,11,3,No,7,30,10,7,1,1,2,Travel_Rarely,18,30%,6/29/22,Jun-22
763,40,Female,1,Medical,2,Baton,SF Bay Area,Transportation,United States,Research Scientist,1,4,2342,20,4,Yes,0,5,4,2,2,3,2,Travel_Rarely,16,25%,6/29/22,Jun-22
764,27,Female,3,Medical,7,Substack,SF Bay Area,Media,United States,Healthcare Representative,2,1,6811,19,3,No,8,9,7,6,0,7,1,Travel_Rarely,13,14%,6/29/22,Jun-22
766,29,Male,3,Marketing,10,Huobi,Beijing,Crypto,China,Sales Representative,1,2,2297,14,3,No,1,2,2,2,2,2,3,Travel_Rarely,300,30%,6/28/22,Jun-22
769,53,Male,3,Life Sciences,6,StockX,Detroit,Retail,United States,Laboratory Technician,2,4,2450,17,3,No,2,19,2,2,2,2,3,Travel_Rarely,120,8%,6/28/22,Jun-22
771,35,Female,4,Life Sciences,2,Sidecar Health,Los Angeles,Healthcare,United States,Healthcare Representative,2,1,5093,11,3,No,2,16,1,0,0,0,4,Non-Travel,110,40%,6/28/22,Jun-22
772,32,Male,4,Life Sciences,24,Vezeeta,Dubai,Healthcare,United Arab Emirates,Laboratory Technician,2,4,5309,15,3,No,1,10,10,8,4,7,3,Travel_Frequently,50,10%,6/28/22,Jun-22
773,38,Male,5,Medical,2,Bright Machines,SF Bay Area,Data,Israel,Research Scientist,1,3,3057,13,3,Yes,6,6,1,0,0,1,1,Travel_Rarely,30,8%,6/28/22,Jun-22
775,34,Female,5,Life Sciences,8,HealthMatch,Sydney,Healthcare,Australia,Manufacturing Director,2,1,5121,14,3,No,3,7,0,0,0,0,3,Travel_Rarely,18,50%,6/28/22,Jun-22
776,52,Male,4,Marketing,3,AppLovin,SF Bay Area,Marketing,United States,Manager,4,1,16856,11,3,No,1,34,34,6,1,16,4,Travel_Rarely,300,12%,6/27/22,Jun-22
780,33,Male,4,Other,1,UiPath,New York City,Data,United States,Research Scientist,1,4,2686,13,3,Yes,1,10,10,9,7,8,2,Travel_Rarely,210,5%,6/27/22,Jun-22
781,25,Female,1,Medical,26,Udaan,Bengaluru,Retail,India,Sales Executive,2,4,6180,23,4,No,1,6,6,5,1,4,2,Travel_Rarely,180,4%,6/27/22,Jun-22
783,45,Male,2,Technical Degree,2,Banxa,Melbourne,Crypto,Australia,Sales Representative,2,3,6632,13,3,No,0,9,8,7,3,1,3,Travel_Rarely,70,30%,6/27/22,Jun-22
784,23,Male,1,Medical,10,SafeGraph,SF Bay Area,Data,United States,Research Scientist,1,3,3505,18,3,No,1,2,2,2,0,2,3,Travel_Rarely,27,25%,6/27/22,Jun-22
785,47,Female,2,Life Sciences,27,Bitpanda,Vienna,Crypto,Austria,Sales Executive,2,3,6397,12,3,Yes,4,8,5,4,1,3,3,Travel_Frequently,270,27%,6/24/22,Jun-22
786,34,Male,3,Other,2,Sunday,Atlanta,Finance,United States,Sales Executive,2,4,6274,22,4,No,1,6,6,5,1,4,3,Travel_Rarely,90,23%,6/24/22,Jun-22
787,55,Male,3,Medical,2,Bestow,Dallas,Finance,United States,Manager,5,1,19859,13,3,Yes,5,24,5,2,1,4,3,Travel_Rarely,41,14%,6/24/22,Jun-22
789,36,Male,4,Life Sciences,8,Ethos Life,SF Bay Area,Finance,United States,Sales Executive,3,1,7587,15,3,No,1,10,10,7,0,9,3,Non-Travel,40,12%,6/24/22,Jun-22
791,52,Male,4,Medical,19,Netflix,SF Bay Area,Media,United States,Research Scientist,1,4,4258,18,3,No,0,5,4,3,1,2,3,Non-Travel,300,3%,6/23/22,Jun-22
792,26,Female,2,Life Sciences,1,Aura,Boston,Security,United States,Laboratory Technician,1,4,4364,14,3,No,3,5,2,2,2,0,3,Travel_Frequently,70,9%,6/23/22,Jun-22
793,29,Female,3,Medical,27,Pipl,Spokane,Security,United States,Healthcare Representative,2,3,4335,12,3,No,4,11,8,7,1,1,2,Travel_Rarely,22,13%,6/23/22,Jun-22
796,26,Male,3,Technical Degree,8,Vouch,SF Bay Area,Finance,United States,Sales Executive,2,1,5326,17,3,No,6,6,4,3,1,2,2,Travel_Rarely,15,7%,6/23/22,Jun-22
797,34,Female,4,Life Sciences,1,Voyage SMS,Los Angeles,Marketing,United States,Research Scientist,1,4,3280,16,3,No,2,10,4,2,1,3,3,Travel_Rarely,8,13%,6/23/22,Jun-22
799,54,Female,4,Medical,19,MasterClass,SF Bay Area,Education,United States,Manufacturing Director,2,1,5485,11,3,Yes,9,9,5,3,1,4,3,Travel_Rarely,120,20%,6/22/22,Jun-22
800,27,Male,1,Marketing,8,IronNet,Washington D.C.,Security,United States,Sales Executive,2,4,4342,19,3,No,0,5,4,2,1,1,3,Travel_Frequently,90,35%,6/22/22,Jun-22
802,37,Female,1,Life Sciences,10,IronNet,Washington D.C.,Security,United States,Research Scientist,1,1,2782,13,3,Yes,0,6,5,3,4,3,2,Travel_Rarely,55,17%,6/22/22,Jun-22
803,38,Female,4,Life Sciences,2,Superpedestrian,Boston,Transportation,United States,Manufacturing Director,2,1,5980,12,3,Yes,6,17,15,7,4,12,3,Travel_Frequently,35,7%,6/22/22,Jun-22
804,34,Female,4,Medical,2,Voi,Stockholm,Transportation,United States,Research Scientist,1,1,4381,11,3,No,1,6,6,5,1,3,3,Travel_Rarely,35,10%,6/22/22,Jun-22
805,35,Female,4,Life Sciences,8,Ritual,Toronto,Food,Canada,Sales Representative,1,4,2572,16,3,No,1,3,3,2,0,2,2,Travel_Rarely,23,16%,6/22/22,Jun-22
806,30,Male,3,Life Sciences,1,Ebanx,Curitiba,Finance,Brazil,Laboratory Technician,1,3,3833,21,4,No,3,7,2,2,0,2,3,Travel_Rarely,340,20%,6/21/22,Jun-22
807,40,Female,2,Medical,2,TaskUs,Los Angeles,Support,United States,Healthcare Representative,2,2,4244,24,4,No,1,8,8,7,3,7,3,Travel_Frequently,52,0%,6/21/22,Jun-22
